"","ipr","ip","Recoveredt","minevent","damageD0","damageD1","damageD10","damageD11","damageD12","damageD15","damageD28"
"1",27,1,22,408,6.37331004678495,4.83635006571515,0.499449752863348,0.411684838167608,0.346344939553022,0.228843223596722,0.11479162932092
"2",28,2,34,480,6.84522478456393,5.45197845478535,0.978150114596426,0.852922310140044,0.761742722364783,0.58911219163534,0.691964897581786
"3",99,3,28,376,6.93578768857141,5.17390340672009,0.490778936697066,0.402778474768892,0.337523235077396,0.219014893702179,0.104944796542332
"4",275,4,26,576,6.02132695339298,5.01863898082076,1.37015644513157,1.2675251330967,1.2461611380655,1.31161222944041,3.99938704226007
"5",330,5,36,448,7.20652458520663,5.60766345187743,0.73169057554169,0.608678023583546,0.51636548050268,0.356035475716203,3.21214940280414
"6",345,6,26,502,6.28868876562519,5.06768320564695,1.06702940942538,0.974573134564355,0.964909721990824,1.30232921621779,10.3618308444832
"7",394,7,32,568,6.24244973411438,5.26804309586668,1.59902348411933,1.50353630360323,1.52706040903854,1.79782566388121,6.89665555291577
"8",488,8,36,488,7.20186611609535,5.59316322190478,0.768735646097511,0.658103153115779,0.585513001313761,0.470330724256188,1.08714521483062
"9",516,9,34,534,6.40469790923981,5.34369836110137,1.24529073831519,1.08827331693287,0.961156589730069,0.702867127802596,1.81336742826371
"10",520,10,18,416,6.12333239671573,4.57138915922818,0.535379604257375,0.455116971826479,0.397445675157398,0.300428896776795,1.71611010604721
"11",575,11,28,418,6.89927315501189,5.23238818520124,0.559825185687542,0.458021619080797,0.379916573386297,0.234792662117615,0.0878257286452949
"12",597,12,24,434,6.54951516164744,4.93309495978007,0.579989189316019,0.494213981175929,0.433789766451851,0.332116635665238,0.687895779769048
"13",610,13,28,558,6.17912669848899,5.12653329045706,1.08238956604727,0.932425413730577,0.815337710986629,0.57178270521,0.333120350004315
"14",613,14,24,448,6.64054495526978,4.96924819610783,0.569301037208989,0.488130818240255,0.437929231378436,0.377553966302037,2.26969616845983
"15",684,15,28,464,6.82594721746197,5.19722252860761,0.591620139200181,0.495522868975356,0.427633235637516,0.317733066129744,0.726160430960208
"16",712,16,8,486,5.36065724024616,4.2246852219952,0.888232738805324,0.821210492821366,0.813069361911029,0.914701313552901,5.18391338820435
"17",714,17,24,480,6.47772485115054,4.90538821557085,0.618562180494174,0.530582840265051,0.469711197556049,0.367739213257015,0.917502389841184
"18",852,18,30,496,6.48525878302638,5.23054166859774,0.896703355367974,0.759752320867956,0.650993712541282,0.431699832428694,0.177002112806663
"19",855,19,24,528,6.01042554301745,4.94052748430118,1.11912732610483,0.99321164815028,0.906579977016151,0.745257362691596,0.877446692245498
"20",893,20,20,522,5.8646291164971,4.79274748236833,0.884607661908537,0.7523066385106,0.651930798720777,0.457985202032909,0.668717267509162
"21",911,21,34,456,7.23574694039358,5.5525356372222,0.796662583691791,0.685657292238086,0.60024400030005,0.436160512025446,0.542160922723427
"22",953,22,28,492,6.60928246155651,5.14833171353751,0.752078721718058,0.640637701230168,0.559333462202802,0.396475362225875,0.195745404202551
"23",966,23,18,496,5.77055401324733,4.7208750697358,0.890383465453446,0.756125647573456,0.64750017316474,0.425547187289581,0.282689302696779
"24",1056,24,28,442,6.20410446295138,5.11759119088435,1.00467674449815,0.853242372068167,0.729034034950882,0.469290339093089,0.158269063523993
"25",1076,25,34,450,7.27419290409724,5.52422579208265,0.798860259159192,0.710086231664628,0.668720373292044,0.643107714998603,2.46397771278046
"26",1096,26,30,524,6.3337936979983,5.21228981300104,1.23902017367432,1.11494361270341,1.03767716327381,0.919713769870475,1.65325978106216
"27",1122,27,22,476,6.30328470798714,4.85373873669447,0.683703855379671,0.589233746521696,0.524343199184552,0.416750103251412,0.976749512502447
"28",1127,28,30,498,6.50987326710124,5.22479370726897,0.940846309617087,0.815062711080134,0.725055372262523,0.562806654707551,1.03978387351026
"29",1175,29,22,492,5.87471098331371,4.86617430246721,0.978928822673708,0.834288629362926,0.716785442969412,0.469749451820284,0.158702845962673
"30",1240,30,38,472,7.28954229443263,5.6946568036928,0.761221054337934,0.632216559404492,0.535617905298412,0.359761646109149,1.03599241411726
"31",1351,31,14,528,5.64243175356394,4.51523176223813,0.965895102687329,0.893856363001466,0.900666619279087,1.27767771326543,12.0437342990292
