Group	Time	Dose	FreeInfluenza	IFNA1	IL6	IL10	fever	CCL3Lung
5	0	0	0	0	17.9826073249822	NaN	36.8715244164187	NaN
5	24	0	72.3209488181649	6.03430551389178	19.953378762264	NaN	36.9164075028001	NaN
5	48	0	5650.41329555913	157.443871824515	471.260037899784	NaN	37.2870135589206	NaN
5	72	0	2132.26821247242	20.2576284097383	196.33742239898	NaN	37.0305387795985	NaN
5	96	0	408.966661745515	47.7866404662153	271.226737015687	NaN	37.0010441799764	NaN
5	120	0	303.644254147052	57.8806115535901	405.239194750845	NaN	36.9612905891815	NaN
5	144	0	19.1950677829029	19.3399946745223	325.422951540934	NaN	36.8548535557628	NaN
5	168	0	6.15760090029343	2.82258744063617	33.7487788232362	NaN	36.8587006774526	NaN
5	192	0	1.31608548076445	0	32.7633931045954	NaN	36.6945568186865	NaN	
