"","ipr","ip","Recoveredt","minevent","damageD0","damageD1","damageD10","damageD11","damageD12","damageD15","damageD28","K14","K16","K13","K11","K18","K48","K29","K15","K42","K34","K40","K31","K27","K24","K47","K26","K25","K28","K288","K45","K37","K32","K322","K3222","unnamed","K49","K53","K57","K59","K245","K400","K401","K500","K501","K555","K556","KpC","Kp14","Kp41","K1314","Km","F_intracellular","Kc","Kcell","Knew","CL_percell","F_extracellular","V_percell","V1","Kn1","Krenew","timeout","starttime","Epitheliumwithreplicatedinfluenza","FreeInfluenza","Epitheliumwithinfluenzaparticle","EpitheliumLung","InfectedAPC","IL6","ResistantEpithelium","IFNA1","TcLymphnode","ActivatedAPCLymphnode","A","EpiKilledbyIFN","EpiKilledbyIL6","EpiKilledbyTc","EpiKilledbyVirus","Tnaive","IgG","IgM","CR","CRP","KCon","C_intracellularRDV_total","C_extracellularRDV_total","cell_number","TP","incDay","Day_After_syp"
"1625",1173,1625,306,332,39.322784245815,40.4180689910924,8.18858528776881,6.75738459244785,5.63265575629216,3.55702032365547,4.80798915129334,0.76416915560519,0.936890439568059,0.00396244531622707,6.3517613970135e-10,2.10059632566538e-05,9.27689725650856e-09,0.00354215132156275,0.00112143212400689,0.00331313416470359,3.97397575818017e-05,0.150505192753393,0.50994198594708,1.20854089688089e-05,9.65314228030507e-07,9.17925600011342e-09,1.25058312263555e-08,0.0185578422695374,0.00106980333721898,5.12710269521307e-08,0.216574701212504,4.74154906585775e-06,0.000636209295910577,0.000966359817795487,4.80546834408206e-10,1,8.68185038176881e-14,1.00464013527796,0.000148742445356233,9.50939165172486,3.02831709506015e-07,0.000104859698607099,0.00395761666207846,6.66086957785708e-06,0.00189584195604019,0.000528929104717774,6.43052375637341e-07,7.66222529303908,1.15926162796439,0.463492426705195,1.10814925886781e-08,0.854490218126373,0.982983260676265,0.0792800360810523,0,26.1450641159691,1.9632696539129e-06,0.117859342069924,2.93697970185033e-12,8007.6074165828,0.641271118730307,0.0100891719322538,30,1650604100,0,4919.4121351021,0,4e+08,0,0,0,0,0,0,1e+05,0,0,0,0,1e+05,0,0,0,0,0,0,0,1e+06,0,4.20709988043317,9.61254371030146
"1626",1224,1626,322,306,22.4544693638101,27.768971409294,9.15963086351468,7.52068519080649,6.25619348274091,4.03330394649474,4.49662364290825,0.831929336323299,0.908199628525077,0.00416312459263234,6.32777711265572e-10,2.56134974572018e-05,8.55064105349758e-09,0.00337864834605551,0.000859657620581154,0.00280426383270081,5.07210143509052e-05,0.148661119328812,0.497456187857315,1.29655767088434e-05,1.28152711977162e-06,8.5315911615748e-09,1.31642628798732e-08,0.0231821118270538,0.00169981892412834,5.09218956164348e-08,0.214975262597093,4.22220272716067e-06,0.000636395398901385,0.0010414211168245,6.16190738468382e-10,1,1.13459952517471e-13,0.835757417414549,0.000157452857017116,9.75069182356203,3.02032795814883e-07,0.000101710268591972,0.00402406346741155,5.99587593572988e-06,0.00160544447118724,0.000505775126522938,5.09402268349991e-07,5.77525608345757,1.00462040198594,0.592233836370959,1.08889872719908e-08,0.848044678906339,0.997415208341554,0.0970092026728611,0,19.9020349709969,2.69789373144644e-06,0.121591197887063,2.92963022967777e-12,7974.48392921813,0.631096451920271,0.0112319078465121,30,1650604102,0,4053.23960200533,0,4e+08,0,0,0,0,0,0,1e+05,0,0,0,0,1e+05,0,0,0,0,0,0,0,1e+06,0,3.51467485058768,9.21258355184962
"1627",1275,1627,306,228,15.7113077447942,22.3711879821195,8.46701154779313,6.97198832414405,5.75362226131266,3.28944526289538,0.473556145521849,0.977389215599692,1.26872228178442,0.00545146093869675,5.19393538603693e-10,2.21796859036924e-05,8.7741584822006e-09,0.00266571236492492,0.00115442624317435,0.00272035531170517,4.04993145345342e-05,0.150796070896089,0.50958894460462,9.2065994173173e-06,9.55803564239926e-07,6.75571807507972e-09,1.35213060319496e-08,0.0162296205727164,0.0017224158095415,6.24510945816536e-08,0.164269333610425,5.04263011879986e-06,0.000926250949334243,0.00114839918253788,7.20645807907597e-10,1,7.05303021528475e-14,0.919373775585259,0.000145600628090249,9.28072071414491,2.62200111696807e-07,8.16191878632381e-05,0.00256530154608753,7.83768803593715e-06,0.00147502980613574,0.000583389864349187,5.32116686412744e-07,6.92127171614661,0.986031954555102,0.518109778434058,1.08080386213876e-08,1.01338157652149,0.995632035024464,0.106190429987889,0,20.7527020784342,2.40067950742183e-06,0.118667962646484,2.8978734366924e-12,6669.25856667859,0.651436884540319,0.00884085411762544,30,1650604104,0,13083.2831748735,0,4e+08,0,0,0,0,0,0,1e+05,0,0,0,0,1e+05,0,0,0,0,0,0,0,1e+06,0,3.36575614201508,6.13317523321784
"1628",1285,1628,318,244,45.6492480511236,50.8924296324262,9.81080799968134,7.90627780538398,6.40755252668826,3.57362832753843,1.8905384518625,1.05237770002043,1.26989886610925,0.00541478907145184,7.11626790748347e-10,2.63466345150246e-05,7.35625457028365e-09,0.00322253419750162,0.00114528468270294,0.00344630956763242,4.86823768231608e-05,0.151297067702282,0.503866430819035,1.05325193920295e-05,1.22099446556285e-06,8.19643203853676e-09,1.54383105891951e-08,0.0205365948413291,0.00117488417698934,4.54612708461383e-08,0.192086650571304,5.31467442513479e-06,0.000594762099657937,0.000969739897478305,4.74241105060215e-10,1,8.28553074691802e-14,0.675779379573592,0.000118357277366548,6.70716656265927,3.98363855964397e-07,9.60854156119335e-05,0.00388946617448174,6.98001930684179e-06,0.00186355345721849,0.000525146857788699,6.66075244005426e-07,7.89423314094606,1.11138882554353,0.602363998254375,1.10232640733494e-08,0.861013581731986,1.01083544116467,0.0933540270570166,0,21.9603368584696,1.98149358863942e-06,0.118536859802529,2.90385445955303e-12,5589.51790258994,0.632886090916395,0.0103214239077894,30,1650604105,0,12999.8168706631,0,4e+08,0,0,0,0,0,0,1e+05,0,0,0,0,1e+05,0,0,0,0,0,0,0,1e+06,0,3.67694695657607,6.43180169891405
"1629",1301,1629,314,388,38.9169567564821,35.0432398257582,7.65668511291775,6.59011443909877,5.72237420380312,3.96575727316383,2.06351514829355,1.09269884913176,0.973244601484087,0.00437930154260058,6.10711169761125e-10,2.19090159259912e-05,7.19034679280795e-09,0.00278556956263403,0.00109982941542565,0.00293289421569967,4.53639818155544e-05,0.148454544127453,0.494849588177167,1.03213426908505e-05,1.02531063877743e-06,9.10480729429111e-09,1.55676969327868e-08,0.0199606608428505,0.00111022186197775,5.7979201343532e-08,0.185852975224436,4.29625515369081e-06,0.000839631647452988,0.00115787258049833,7.46783265325318e-10,1,1.01536852865035e-13,1.03337820586075,0.00011146435553808,6.32690078861383,3.46105495531154e-07,8.96638823237528e-05,0.00270121304431286,7.6157546697762e-06,0.001724029315886,0.00071185465792297,4.94401899773374e-07,6.70866794395414,0.90264783168548,0.58560497399746,1.08592495654558e-08,0.785323829136835,1.00380628134124,0.10148068973671,0,20.2942797541657,1.96503867066182e-06,0.122019228520989,2.89388644421543e-12,6204.59292709923,0.636233840185404,0.00984529201690417,30,1650604107,0,10729.2315575502,0,4e+08,0,0,0,0,0,0,1e+05,0,0,0,0,1e+05,0,0,0,0,0,0,0,1e+06,0,6.23322916182724,9.92638210195227
"1630",1327,1630,290,354,36.5537420693979,33.7715010068768,6.09131952629489,5.43582565925691,5.00932532103017,4.67359419313756,9.4645500852216,0.740445903489544,0.776455296059699,0.00511252755061495,6.32314951485583e-10,2.41947711042273e-05,9.07356113364529e-09,0.00314987751395416,0.000942925432752784,0.00350127265139303,3.78570883792027e-05,0.15226447950583,0.490539436526597,9.18438567315765e-06,1.09037783161021e-06,6.78388925349401e-09,1.24009446794465e-08,0.0230355939183761,0.00137037927676862,4.46580008592835e-08,0.203679746397816,3.9772164020817e-06,0.000681491089259728,0.00076793792350467,7.48345646855065e-10,1,1.00414816341923e-13,0.895363968116424,0.000131194925109153,8.669277628989,3.19202600075101e-07,0.000109453884448076,0.00402224422886821,8.72029473546759e-06,0.00215200400042291,0.0006054978502149,7.47170585385901e-07,6.32305172952197,1.00268598352283,0.598750936783571,1.11259283804932e-08,0.86875322796972,1.00462985451333,0.0919522422368505,0,20.9717254851889,1.95005359932746e-06,0.118129735958576,2.95765150367422e-12,7505.74585587448,0.642783370769024,0.0125364511073628,30,1650604109,0,3953.93311324774,0,4e+08,0,0,0,0,0,0,1e+05,0,0,0,0,1e+05,0,0,0,0,0,0,0,1e+06,0,3.92265961574257,10.8256946001367
"1631",1340,1631,304,280,46.55263232292,49.1278172553125,8.64168050101151,6.94596769724156,5.66525904643841,3.52026658209738,9.85020105713551,0.984729700730718,1.16830483178455,0.00382546696749275,7.7053115025822e-10,1.79430750138782e-05,7.4596119851484e-09,0.0032866487287827,0.00106802597236236,0.0036705329040477,3.43715507509962e-05,0.15113846603455,0.49297864345368,9.8112065913469e-06,1.06035913020083e-06,6.6739127174204e-09,1.51020020082525e-08,0.0158346561322819,0.00116262650884204,6.34856190858001e-08,0.197705614307657,4.27803088406788e-06,0.000596652211978545,0.000899721415727449,4.98208864387195e-10,1,1.00586184312158e-13,0.884267848882762,0.000129584394387142,9.31771988595757,4.22116482243618e-07,8.66826683544061e-05,0.0040614266690339,8.00259814761219e-06,0.00180375562551553,0.00071569380066016,7.28432004149137e-07,6.12052914383914,1.01030827245865,0.592385550179753,1.08647175685343e-08,0.840362678164669,0.992106937766075,0.0847479497658678,0,23.3636266660736,2.22917559328748e-06,0.120457333211973,2.95529629546311e-12,6568.95214943486,0.646879789471626,0.0116637815690605,30,1650604110,0,12379.9398041514,0,4e+08,0,0,0,0,0,0,1e+05,0,0,0,0,1e+05,0,0,0,0,0,0,0,1e+06,0,3.55087932187901,8.10874861080401
"1632",1419,1632,320,356,30.0275180466603,29.0959754120515,7.72867676293647,6.69909505061153,5.85937902137767,4.19733223084179,4.70108551520179,0.981692289761007,0.936808080011714,0.00526429742113013,5.06792711842813e-10,1.94673181321397e-05,7.23016132973675e-09,0.00240755227924504,0.00123424087591225,0.00389471405752092,4.83532867397222e-05,0.149402477838099,0.504046873245388,1.29525647468255e-05,1.16140667738587e-06,8.91346064251389e-09,1.26817259624359e-08,0.0223140008731391,0.00140223782307498,5.40312964457855e-08,0.139804154005649,4.0777645978514e-06,0.000617447621008444,0.00117059156602226,6.77996186700942e-10,1,6.82412702253568e-14,0.8985230838849,0.000168819181643005,6.66224880349011,3.45851833469955e-07,8.157589795544e-05,0.00383778430128114,7.37850120940981e-06,0.00172332928650398,0.000693605301750665,5.26888891851017e-07,6.97780507070263,0.827431301828266,0.468548728476524,1.11414141342663e-08,1.074858576593,0.988842388102785,0.105926216275094,0,23.9107246004816,2.90194159524067e-06,0.119653091509268,2.8760716111979e-12,5752.84555546385,0.628560051018,0.0085104275441111,30,1650604112,0,11346.6111303059,0,4e+08,0,0,0,0,0,0,1e+05,0,0,0,0,1e+05,0,0,0,0,0,0,0,1e+06,0,5.79650711551576,8.98485797139211
"1633",1461,1633,334,356,36.7671321888783,32.183043234159,7.29790412627609,6.45893132556707,5.80982635163002,4.71025309289324,7.70641879982503,0.852114413777702,0.957569092060653,0.00475984321956556,6.02471593327174e-10,1.93217641563228e-05,7.20940564034143e-09,0.00358173200047399,0.000875000451041113,0.0036691079798053,3.71200202196956e-05,0.151935814057477,0.493426377349533,1.16564506668667e-05,9.21408238768695e-07,7.2644265596579e-09,9.94500923961286e-09,0.0235444275471554,0.00135776349354893,4.64586648603405e-08,0.175129095155033,4.20610530343256e-06,0.000596559469651218,0.00107920199100625,7.06883561802776e-10,1,9.79335636886855e-14,0.70753338759762,0.00011685130015988,8.07351507601488,2.77800067911137e-07,8.72229722252209e-05,0.00347766268175401,6.26351948342642e-06,0.00192270804407629,0.000688114640419342,6.41312872245006e-07,7.47468557253783,0.783913457678649,0.501005679262719,1.1163711257292e-08,0.787737770371382,1.00182527681813,0.0908410408096686,0,19.5926435068691,2.71943167188133e-06,0.117974494330958,2.9250156647712e-12,6415.57720679852,0.649181660926342,0.00918029143821732,30,1650604113,0,15045.2894768688,0,4e+08,0,0,0,0,0,0,1e+05,0,0,0,0,1e+05,0,0,0,0,0,0,0,1e+06,0,5.99137143393209,8.78753847445927
"1634",1484,1634,320,216,9.59849083778126,16.2849207354303,10.4450152402554,8.28695132992585,6.59862554057065,3.47062553321429,1.34819353221774,0.79598376760178,0.834534325447887,0.00374835962533941,7.82700577971776e-10,1.70589407288873e-05,1.00660311302405e-08,0.00285732338551116,0.00122991982109046,0.00386616487697677,3.47472855818152e-05,0.148740535418037,0.494334342349321,8.83058509317793e-06,8.44908727846229e-07,5.6911291924053e-09,1.58891497328047e-08,0.0178340604960521,0.00152280940278491,4.05785786821796e-08,0.186415123364712,3.65597715412173e-06,0.000650434618101862,0.000799932844480432,7.20482721061842e-10,1,8.97079011251335e-14,0.737828374489881,0.000121906710598017,7.0117018229978,2.73619391418356e-07,0.000111559756817426,0.00266643659919155,6.78134472814174e-06,0.00180670444850584,0.000718320566816451,6.90364591424529e-07,7.77920083215115,0.924745846347948,0.635764993756589,1.08565698970244e-08,0.895090471327082,1.01902851243503,0.0936680721549543,0,25.9129958642712,1.95466235902238e-06,0.12070485628657,2.90209321847325e-12,5923.83709507654,0.64565952911973,0.0108502969144139,30,1650604115,0,9157.2594776249,0,4e+08,0,0,0,0,0,0,1e+05,0,0,0,0,1e+05,0,0,0,0,0,0,0,1e+06,0,1.48935109311811,7.52379769305751
