"","KC","K14","K41","V1"
"1",0.00170816401264041,0.000283400050168168,0.000159273279225962,5577.0541219161
"2",0.00212973736012747,0.000269510078925242,0.000173331533168726,6139.92850442307
"3",0.00212973736012747,0.000269510078925242,0.000173331533168726,6139.92850442307
"4",0.00216169533327965,0.000261567177281467,0.000176171198310434,6089.9260528698
"5",0.00214034050114952,0.000261861844297871,0.000154371364802696,6108.01122098475
"6",0.00218554849881841,0.000233741637524803,0.000176917595032513,6429.03037387729
"7",0.00200638303216461,0.000304808372829977,0.000175891597023107,7346.43775772268
"8",0.00202225770622341,0.00030227215162277,0.00012502524865086,7762.19717437043
"9",0.00202225770622341,0.00030227215162277,0.00012502524865086,7762.19717437043
"10",0.0015978323805616,0.000263723977156307,0.00012401206913838,7877.8298393879
"11",0.00185059797220795,0.000221393737619713,0.000129815585706699,5849.58265070974
"12",0.00225419389773787,0.00023183539454804,0.000140778398077411,5617.04067320539
"13",0.00225419389773787,0.00023183539454804,0.000140778398077411,5617.04067320539
"14",0.00211940873263549,0.000281508976167643,0.000162652713012583,5370.71850859892
"15",0.00187729776110505,0.000293210474798333,0.000151487859651094,6479.36753425357
"16",0.00201714425930109,0.000270268183778133,0.00016658256533869,6209.01024778653
"17",0.00200833502908189,0.000240845461411811,0.000160163552608925,5958.48775465583
"18",0.00219039773805643,0.00026623339410999,0.000166184663371485,6043.64063949559
"19",0.00225155439816534,0.000295842012084546,0.000168586998465425,7260.30186026086
"20",0.00225155439816534,0.000295842012084546,0.000168586998465425,7260.30186026086
"21",0.00225155439816534,0.000295842012084546,0.000168586998465425,7260.30186026086
"22",0.00225155439816534,0.000295842012084546,0.000168586998465425,7260.30186026086
"23",0.002264001830809,0.00025622909133214,0.00012947746230826,7037.73594683393
"24",0.00187186353272904,0.000219709296197262,0.000126969345752416,7494.63284504692
"25",0.00203287785894432,0.000256067935651907,0.000128381593865365,6385.23460366668
"26",0.00186524406997336,0.000237353970456898,0.000123453200884483,7918.01351308657
"27",0.00186524406997336,0.000237353970456898,0.000123453200884483,7918.01351308657
"28",0.00186524406997336,0.000237353970456898,0.000123453200884483,7918.01351308657
"29",0.00186524406997336,0.000237353970456898,0.000123453200884483,7918.01351308657
"30",0.00179383144498666,0.000236633178965081,0.000147970380448688,7373.50251384761
"31",0.00190347657894323,0.000220070208398262,0.000166408019575119,7419.52042767126
"32",0.00204801674721639,0.000243504190395122,0.000161961135300392,5526.00621383157
"33",0.00157961357333134,0.000263706751656285,0.00012157892264384,6628.36779537644
"34",0.00157961357333134,0.000263706751656285,0.00012157892264384,6628.36779537644
"35",0.00186587810370903,0.000220485361127441,0.000136671222574953,7364.82998881724
"36",0.00184403869257407,0.000289875466581215,0.000124447786433678,5556.30233829548
"37",0.00169419768137488,0.000283174662557413,0.000149634000751423,7523.74885374291
"38",0.00219377945968657,0.000228550793875748,0.000175856597817612,7111.21172554309
"39",0.00221059921552158,0.000233952736086482,0.000171661037946544,7328.9398215801
"40",0.00226157090848357,0.00028598822774083,0.000166749892185707,7964.87911248033
"41",0.00226157090848357,0.00028598822774083,0.000166749892185707,7964.87911248033
"42",0.00226157090848357,0.00028598822774083,0.000166749892185707,7964.87911248033
"43",0.00223909629050818,0.000290390379875191,0.000148614925022755,6043.60410775433
"44",0.00229245620081753,0.000321075525429117,0.000159109963065414,5825.90262768314
"45",0.00229245620081753,0.000321075525429117,0.000159109963065414,5825.90262768314
"46",0.00229245620081753,0.000321075525429117,0.000159109963065414,5825.90262768314
"47",0.00229245620081753,0.000321075525429117,0.000159109963065414,5825.90262768314
"48",0.00229245620081753,0.000321075525429117,0.000159109963065414,5825.90262768314
"49",0.0022721931347251,0.000271038511076109,0.000138995574492085,5716.04673288489
"50",0.00176326807184702,0.000290508174769532,0.000144683560841617,6872.92153231585
"51",0.00228482014299775,0.000272304349984717,0.000170811500751771,7072.20090000476
"52",0.00153763264702597,0.000274198301798102,0.000136102379939686,5683.31462325412
"53",0.00193722299948729,0.000255837489099308,0.000160352159924558,5903.76752547012
"54",0.00226873572984725,0.000246306695343903,0.000178044801407625,7628.01078427996
"55",0.00185769250730259,0.000258222668176042,0.000177830057171885,5647.06795987581
"56",0.00185769250730259,0.000258222668176042,0.000177830057171885,5647.06795987581
"57",0.0020740477657801,0.000246830480842351,0.000161853347524958,7092.78618180763
"58",0.00184789299831333,0.000316375578923367,0.000139650158549863,6144.79130804191
"59",0.0015457749658983,0.000268302895797137,0.000143148162034028,7953.32740621276
"60",0.00179822053027036,0.000229083806591117,0.000133934643874088,6163.07727502663
