"","KC","K14","K41","V1"
"1",0.00224761440296978,0.000313678123012682,0.000163984921846334,7424.14345760841
"2",0.00207908976972424,0.000266062798932402,0.000154169557304494,7244.94379717397
"3",0.00207908976972424,0.000266062798932402,0.000154169557304494,7244.94379717397
"4",0.00210189388372341,0.000237366125668799,0.000139613520938918,7965.32638222549
"5",0.00189909148206695,0.000256405675332368,0.00016332909932344,8023.21809141773
"6",0.00185883082960665,0.000229178190780358,0.000143010579616734,7044.69280451419
"7",0.00204423845539908,0.000225935939416785,0.000134075762586984,7666.05686614462
"8",0.00204423845539908,0.000225935939416785,0.000134075762586984,7666.05686614462
"9",0.00179857323855222,0.000218651288939867,0.000168413488108067,7296.90284252715
"10",0.00169310731701379,0.000264435000865598,0.000156378649657663,6149.2540264588
"11",0.00182174846244993,0.000246547457079655,0.0001501361669599,7038.60926551569
"12",0.00183827759678098,0.000260593932692727,0.00016357324642666,7575.59259088372
"13",0.00210847055392403,0.000238004230880838,0.000138555168998911,7931.6210206235
"14",0.00172915989109897,0.000321599246523204,0.00016280432218801,7093.22883601482
"15",0.00167957975773332,0.000265784327231103,0.000151342624775506,6799.80518141157
"16",0.00159059559303625,0.000317955706997445,0.000158047155345723,6045.40362104239
"17",0.00159059559303625,0.000317955706997445,0.000158047155345723,6045.40362104239
"18",0.00191768141551946,0.000280004671967696,0.000151197093877219,6159.98283972157
"19",0.00227204295109575,0.000281276053835442,0.000167076900005522,6522.97268868993
"20",0.00227204295109575,0.000281276053835442,0.000167076900005522,6522.97268868993
"21",0.00208313568812725,0.000288767086168854,0.000154067575517605,5518.37813516528
"22",0.00162919673417913,0.000323731237793832,0.00017545067033617,5435.46566019673
"23",0.0016169188080429,0.000262247683829989,0.000177494744257699,6003.87476090807
"24",0.00190573934697201,0.000268580615572069,0.000172657787527999,7118.90100578962
"25",0.0019061820392297,0.000217712816225308,0.000158014340321717,6441.14419175837
"26",0.00218214984141711,0.00022168796993912,0.000162499728852471,7555.79255783662
"27",0.00169882671747787,0.00023890467465171,0.000158905851481058,6655.49732624801
"28",0.00191314262704992,0.000278023791902131,0.000171777156594759,6395.6576493555
"29",0.00191314262704992,0.000278023791902131,0.000171777156594759,6395.6576493555
"30",0.00191314262704992,0.000278023791902131,0.000171777156594759,6395.6576493555
"31",0.00198185323880035,0.000304541076359095,0.000154622149574333,5709.62604973873
"32",0.00198083510329173,0.000280729771321929,0.000159656376419433,5725.49508413657
"33",0.0018667932720387,0.000285406914046382,0.000133931442956856,6074.25499996894
"34",0.00214699694725916,0.000325059560938927,0.000153458351204642,6219.39198975747
"35",0.00218039892758607,0.000289620316670608,0.000139704875678659,6200.82910076114
"36",0.00172560198149549,0.000303594277089136,0.000140442340192007,6897.35981814585
"37",0.00223220783370741,0.00022265168221568,0.000139002545782887,7629.05325016457
"38",0.00221517874596898,0.000249869745471593,0.00012878329605566,7332.12964832528
"39",0.00192359745233288,0.000307505406566399,0.000128974054132437,6344.39434336487
"40",0.00192359745233288,0.000307505406566399,0.000128974054132437,6344.39434336487
"41",0.00208426712351504,0.000299510666596569,0.000124995263730573,6530.30628194379
"42",0.00218508940920181,0.0002835667898812,0.000156695234685276,6160.76062653383
"43",0.00218508940920181,0.0002835667898812,0.000156695234685276,6160.76062653383
"44",0.00211314329414983,0.000271309508049594,0.000130662428007027,7027.24335145741
"45",0.00181300328396649,0.000281283416409392,0.000124277252100152,5602.38676982269
"46",0.00202512571896706,0.000276738269850512,0.000130683576095515,6288.55950182642
"47",0.00206802361009376,0.00030181892153727,0.000163747096702777,7235.31346127772
"48",0.00214044620961615,0.000305892153859921,0.000153026447234847,5793.48357107148
"49",0.0017095840777782,0.000307710760818204,0.000174229292365973,6792.22572101715
"50",0.0017095840777782,0.000307710760818204,0.000174229292365973,6792.22572101715
"51",0.00174275469194244,0.000224687703288443,0.000140159244191473,6248.47536578266
"52",0.00200368168484248,0.00031857548999942,0.000133543191415504,5981.02002333491
"53",0.00167033978008204,0.000262770549914999,0.000133190633502006,5767.42488183564
"54",0.00179939804571968,0.000263161487805052,0.000136006114654743,5592.70036073374
"55",0.00214477225721216,0.000304263629275731,0.000156841096796491,7526.52874845064
"56",0.00201405256692823,0.000308158427946539,0.000169832948147004,6767.95692720235
"57",0.0020692075223465,0.000314986776791793,0.000156487085883893,7413.86736849238
"58",0.00184803644658823,0.000325814466518809,0.000149536146640846,7792.16208691971
"59",0.00184803644658823,0.000325814466518809,0.000149536146640846,7792.16208691971
"60",0.00184803644658823,0.000325814466518809,0.000149536146640846,7792.16208691971
"61",0.0020325151221162,0.000262565731117779,0.00016834836708961,5841.14111397845
"62",0.00183637767573471,0.000225774332764615,0.000147481886924678,5425.63260848104
"63",0.00183637767573471,0.000225774332764615,0.000147481886924678,5425.63260848104
