Compound,Channel,Experiment,Dose,Response
chlorpromazine,hERG,1,1,82.1529745
chlorpromazine,hERG,1,1,81.44044321
chlorpromazine,hERG,1,3,99.72008397
chlorpromazine,hERG,1,3,88.03545052
chlorpromazine,hERG,1,3,99.71671388
chlorpromazine,hERG,1,3,100
chlorpromazine,hERG,2,0.09,15.407
chlorpromazine,hERG,2,0.09,17.198
chlorpromazine,hERG,2,0.09,6.459
chlorpromazine,hERG,2,0.09,-19.417
chlorpromazine,hERG,2,0.09,-0.81
chlorpromazine,hERG,2,0.09,-10.715
chlorpromazine,hERG,2,0.3,11.21
chlorpromazine,hERG,2,0.3,22.917
chlorpromazine,hERG,2,0.3,10.399
chlorpromazine,hERG,2,0.3,30.996
chlorpromazine,hERG,2,0.3,5.275
chlorpromazine,hERG,2,0.3,2.641
chlorpromazine,hERG,2,0.9,50.836
chlorpromazine,hERG,2,0.9,68.101
chlorpromazine,hERG,2,0.9,32.531
chlorpromazine,hERG,2,0.9,25.608
chlorpromazine,hERG,2,0.9,97.525
chlorpromazine,hERG,2,3,85.06
chlorpromazine,hERG,2,3,90.88
chlorpromazine,hERG,2,3,81.847
chlorpromazine,hERG,2,3,80.317
chlorpromazine,hERG,2,3,86.139
chlorpromazine,hERG,3,0.1,4.55
chlorpromazine,hERG,3,0.3,16.74
chlorpromazine,hERG,3,1,36.79
chlorpromazine,hERG,3,3,98.25
chlorpromazine,hERG,3,0.1,2.04
chlorpromazine,hERG,3,0.3,11.11
chlorpromazine,hERG,3,1,37.82
chlorpromazine,hERG,3,3,73.58
chlorpromazine,hERG,3,0.1,-3.79
chlorpromazine,hERG,3,0.3,-0.2
chlorpromazine,hERG,3,1,31.07
chlorpromazine,hERG,3,3,74.87
chlorpromazine,hERG,3,0.1,1.03
chlorpromazine,hERG,3,0.3,2.32
chlorpromazine,hERG,3,1,35.27
chlorpromazine,hERG,3,3,83.25
chlorpromazine,hERG,3,0.1,-4.05
chlorpromazine,hERG,3,0.3,-4.68
chlorpromazine,hERG,3,1,25.99
chlorpromazine,hERG,3,3,75.41
chlorpromazine,hERG,3,0.1,8.67
chlorpromazine,hERG,3,0.3,17.17
chlorpromazine,hERG,3,1,45.07
chlorpromazine,hERG,3,3,79.91
chlorpromazine,hERG,3,0.1,-3.55
chlorpromazine,hERG,3,0.3,-0.71
chlorpromazine,hERG,3,1,33.83
chlorpromazine,hERG,3,3,80.02
chlorpromazine,hERG,3,0.1,4.03
chlorpromazine,hERG,3,0.3,11.87
chlorpromazine,hERG,3,1,44.4
chlorpromazine,hERG,3,3,85.72
chlorpromazine,hERG,3,0.1,-0.1
chlorpromazine,hERG,3,0.3,10.46
chlorpromazine,hERG,3,1,44.1
chlorpromazine,hERG,3,3,87.63
chlorpromazine,hERG,3,0.1,5.44
chlorpromazine,hERG,3,0.3,19.07
chlorpromazine,hERG,3,1,53.44
chlorpromazine,hERG,3,3,94.36
chlorpromazine,hERG,3,0.1,-6.03
chlorpromazine,hERG,3,0.3,5.71
chlorpromazine,hERG,3,1,43.6
chlorpromazine,hERG,3,3,96.02
chlorpromazine,hERG,3,0.1,-4.14
chlorpromazine,hERG,3,0.3,4.11
chlorpromazine,hERG,3,1,39.03
chlorpromazine,hERG,3,3,83.31
chlorpromazine,hERG,3,0.1,-1.6
chlorpromazine,hERG,3,0.3,6.98
chlorpromazine,hERG,3,1,45.36
chlorpromazine,hERG,3,3,94.22
chlorpromazine,hERG,3,0.1,-0.81
chlorpromazine,hERG,3,0.3,8.36
chlorpromazine,hERG,3,1,51.05
chlorpromazine,hERG,3,3,92.7
chlorpromazine,hERG,3,0.1,-5.73
chlorpromazine,hERG,3,0.3,-2.92
chlorpromazine,hERG,3,1,51.45
chlorpromazine,hERG,3,3,88.13
chlorpromazine,hERG,3,0.1,-3.91
chlorpromazine,hERG,3,0.3,5.92
chlorpromazine,hERG,3,1,46.56
chlorpromazine,hERG,3,3,92.94
chlorpromazine,hERG,3,0.1,0.4
chlorpromazine,hERG,3,0.3,11.18
chlorpromazine,hERG,3,1,67.73
chlorpromazine,hERG,3,3,105.01
chlorpromazine,hERG,3,0.1,-7.86
chlorpromazine,hERG,3,0.3,-2.16
chlorpromazine,hERG,3,1,46.06
chlorpromazine,hERG,3,3,87.69
chlorpromazine,hERG,3,0.1,8.67
chlorpromazine,hERG,3,0.3,23.83
chlorpromazine,hERG,3,1,70.2
chlorpromazine,hERG,3,3,104.43
chlorpromazine,hERG,4,0.099,15.83081571
chlorpromazine,hERG,4,0.099,15.66920566
chlorpromazine,hERG,4,0.099,13.95631068
chlorpromazine,hERG,4,0.099,11.55913978
chlorpromazine,hERG,4,0.3,36.85800604
chlorpromazine,hERG,4,0.3,37.64961915
chlorpromazine,hERG,4,0.3,36.65048544
chlorpromazine,hERG,4,0.3,37.72401434
chlorpromazine,hERG,4,0.99,65.92145015
chlorpromazine,hERG,4,0.99,66.37649619
chlorpromazine,hERG,4,0.99,65.65533981
chlorpromazine,hERG,4,0.99,69.26523297
chlorpromazine,hERG,4,3,90.87613293
chlorpromazine,hERG,4,3,88.35690968
chlorpromazine,hERG,4,3,85.80097087
chlorpromazine,hERG,4,3,93.36917563
chlorpromazine,hERG,5,0.1,16.84
chlorpromazine,hERG,5,0.1,13.81
chlorpromazine,hERG,5,0.1,6.78
chlorpromazine,hERG,5,0.1,9.12
chlorpromazine,hERG,5,0.1,14.04
chlorpromazine,hERG,5,0.1,19.94
chlorpromazine,hERG,5,0.1,5.73
chlorpromazine,hERG,5,0.1,12.97
chlorpromazine,hERG,5,0.1,12.16
chlorpromazine,hERG,5,0.1,17.89
chlorpromazine,hERG,5,0.1,21.29
chlorpromazine,hERG,5,0.1,5.02
chlorpromazine,hERG,5,0.3,25.36
chlorpromazine,hERG,5,0.3,34.89
chlorpromazine,hERG,5,0.3,28.79
chlorpromazine,hERG,5,0.3,32.46
chlorpromazine,hERG,5,0.3,54.28
chlorpromazine,hERG,5,0.3,5.75
chlorpromazine,hERG,5,0.3,27.48
chlorpromazine,hERG,5,0.3,12.07
chlorpromazine,hERG,5,0.3,38.12
chlorpromazine,hERG,5,0.3,26.92
chlorpromazine,hERG,5,0.3,26.89
chlorpromazine,hERG,5,0.3,33.71
chlorpromazine,hERG,5,0.3,29.85
chlorpromazine,hERG,5,0.3,29.58
chlorpromazine,hERG,5,0.3,37.86
chlorpromazine,hERG,5,1,61.99
chlorpromazine,hERG,5,1,71.95
chlorpromazine,hERG,5,1,68.23
chlorpromazine,hERG,5,1,72.35
chlorpromazine,hERG,5,1,67.69
chlorpromazine,hERG,5,1,52.71
chlorpromazine,hERG,5,1,54.76
chlorpromazine,hERG,5,1,76.49
chlorpromazine,hERG,5,1,65.74
chlorpromazine,hERG,5,1,72.76
chlorpromazine,hERG,5,1,53.85
chlorpromazine,hERG,5,1,76.88
chlorpromazine,hERG,5,3,85.23
chlorpromazine,hERG,5,3,97.45
chlorpromazine,hERG,5,3,94.11
chlorpromazine,hERG,5,3,94.5
chlorpromazine,hERG,5,3,95.58
chlorpromazine,hERG,5,3,93.02
chlorpromazine,hERG,5,3,91.96
chlorpromazine,hERG,5,3,98.64
chlorpromazine,hERG,5,3,95.23
chlorpromazine,hERG,5,3,95.57
chlorpromazine,hERG,5,3,96.24
chlorpromazine,hERG,5,3,85.23
chlorpromazine,hERG,5,3,96.02
chlorpromazine,hERG,5,3,93.97
cisapride,hERG,1,0.001,-4.19
cisapride,hERG,1,0.001,-11.02
cisapride,hERG,1,0.001,13.69
cisapride,hERG,1,0.001,1.29
cisapride,hERG,1,0.001,20.1
cisapride,hERG,1,0.001,18.02
cisapride,hERG,1,0.001,14.16
cisapride,hERG,1,0.001,7.23
cisapride,hERG,1,0.001,-19.9
cisapride,hERG,1,0.001,7.03
cisapride,hERG,1,0.001,-0.77
cisapride,hERG,1,0.01,4.74
cisapride,hERG,1,0.01,-1.46
cisapride,hERG,1,0.01,0.81
cisapride,hERG,1,0.01,18.37
cisapride,hERG,1,0.01,11.47
cisapride,hERG,1,0.01,-2.44
cisapride,hERG,1,0.01,41.24
cisapride,hERG,1,0.01,16.47
cisapride,hERG,1,0.01,7.57
cisapride,hERG,1,0.01,5.7
cisapride,hERG,1,0.01,19.9
cisapride,hERG,1,0.01,5.35
cisapride,hERG,1,0.01,-1.17
cisapride,hERG,1,0.1,45.81
cisapride,hERG,1,0.1,48.02
cisapride,hERG,1,0.1,35.46
cisapride,hERG,1,0.1,47.33
cisapride,hERG,1,0.1,60.49
cisapride,hERG,1,0.1,52.56
cisapride,hERG,1,0.1,54.64
cisapride,hERG,1,0.1,65.75
cisapride,hERG,1,0.3,78.08
cisapride,hERG,1,0.3,63.36
cisapride,hERG,1,0.3,74.66
cisapride,hERG,1,0.3,79
cisapride,hERG,1,0.3,72.51
cisapride,hERG,1,0.3,67.55
cisapride,hERG,1,0.3,75.11
cisapride,hERG,1,0.3,79.16
cisapride,hERG,1,0.3,74.76
cisapride,hERG,1,0.3,29.9
cisapride,hERG,2,0.001,5.826472451
cisapride,hERG,2,0.001,22.90598291
cisapride,hERG,2,0.001,23.24840764
cisapride,hERG,2,0.01,18.7460418
cisapride,hERG,2,0.01,47.17948718
cisapride,hERG,2,0.01,41.64012739
cisapride,hERG,2,0.1,51.67827739
cisapride,hERG,2,0.1,74.01709402
cisapride,hERG,2,0.1,73.08917197
cisapride,hERG,2,0.3,88.28372388
cisapride,hERG,2,0.3,94.35897436
cisapride,hERG,2,0.3,95.78025478
cisapride,hERG,3,0.001,13.0583
cisapride,hERG,3,0.001,5.6799
cisapride,hERG,3,0.001,1.5528
cisapride,hERG,3,0.01,15.9905
cisapride,hERG,3,0.01,9.673
cisapride,hERG,3,0.01,5.6246
cisapride,hERG,3,0.1,41.4934
cisapride,hERG,3,0.1,38.5198
cisapride,hERG,3,0.1,37.6121
cisapride,hERG,3,0.3,79.3386
cisapride,hERG,3,0.3,80.4475
cisapride,hERG,3,0.3,81.0904
cisapride,hERG,4,9.00E-04,4.561
cisapride,hERG,4,9.00E-04,-7.204
cisapride,hERG,4,9.00E-04,-22.905
cisapride,hERG,4,9.00E-04,-16.819
cisapride,hERG,4,9.00E-04,-6.376
cisapride,hERG,4,9.00E-04,-10.932
cisapride,hERG,4,0.009,7.516
cisapride,hERG,4,0.009,15.256
cisapride,hERG,4,0.009,8.128
cisapride,hERG,4,0.009,1.748
cisapride,hERG,4,0.009,11.015
cisapride,hERG,4,0.009,0.86
cisapride,hERG,4,0.09,69.895
cisapride,hERG,4,0.09,52.673
cisapride,hERG,4,0.09,56.988
cisapride,hERG,4,0.09,67.782
cisapride,hERG,4,0.09,56.245
cisapride,hERG,4,0.3,86.756
cisapride,hERG,4,0.3,115.898
cisapride,hERG,4,0.3,95.31
cisapride,hERG,4,0.3,84.84
cisapride,hERG,4,0.3,90.612
cisapride,hERG,4,0.3,89.8
cisapride,hERG,5,0.001,-5.2
cisapride,hERG,5,0.01,11.46
cisapride,hERG,5,0.1,93.74
cisapride,hERG,5,0.3,108.12
cisapride,hERG,5,0.001,-11.86
cisapride,hERG,5,0.01,19.47
cisapride,hERG,5,0.1,105.49
cisapride,hERG,5,0.3,115.6
cisapride,hERG,5,0.001,4.83
cisapride,hERG,5,0.01,39.14
cisapride,hERG,5,0.1,115.69
cisapride,hERG,5,0.3,121.56
cisapride,hERG,5,0.001,-5.88
cisapride,hERG,5,0.01,22.28
cisapride,hERG,5,0.1,100.29
cisapride,hERG,5,0.3,109.53
cisapride,hERG,5,0.001,-14.52
cisapride,hERG,5,0.01,12.98
cisapride,hERG,5,0.1,96.61
cisapride,hERG,5,0.3,106.31
cisapride,hERG,5,0.001,-22.51
cisapride,hERG,5,0.01,26.76
cisapride,hERG,5,0.1,125.32
cisapride,hERG,5,0.3,122.51
cisapride,hERG,5,0.001,-6.47
cisapride,hERG,5,0.01,16.61
cisapride,hERG,5,0.1,93.34
cisapride,hERG,5,0.3,107.77
cisapride,hERG,5,0.001,-27.08
cisapride,hERG,5,0.01,0
cisapride,hERG,5,0.1,133.02
cisapride,hERG,5,0.3,131.13
cisapride,hERG,5,0.001,1.66
cisapride,hERG,5,0.01,26.08
cisapride,hERG,5,0.1,129.6
cisapride,hERG,5,0.3,154.61
cisapride,hERG,5,0.001,-34.77
cisapride,hERG,5,0.01,24.8
cisapride,hERG,5,0.1,166.99
cisapride,hERG,5,0.3,98.05
cisapride,hERG,5,0.001,10.66
cisapride,hERG,5,0.01,39.41
cisapride,hERG,5,0.1,124.26
cisapride,hERG,5,0.3,139.54
cisapride,hERG,5,0.001,7.73
cisapride,hERG,5,0.01,30.64
cisapride,hERG,5,0.1,153.64
cisapride,hERG,5,0.3,172.6
cisapride,hERG,5,0.001,14.08
cisapride,hERG,5,0.01,31.19
cisapride,hERG,5,0.1,119.56
cisapride,hERG,5,0.3,137.51
cisapride,hERG,5,0.001,8.97
cisapride,hERG,5,0.01,44.43
cisapride,hERG,5,0.1,122.6
cisapride,hERG,5,0.3,122.38
cisapride,hERG,5,0.001,-23.18
cisapride,hERG,5,0.01,8.49
cisapride,hERG,5,0.1,109.14
cisapride,hERG,5,0.3,133.61
cisapride,hERG,5,0.001,7.3
cisapride,hERG,5,0.01,58.71
cisapride,hERG,5,0.1,151.41
cisapride,hERG,5,0.3,164.43
cisapride,hERG,5,0.001,-0.22
cisapride,hERG,5,0.01,63.2
cisapride,hERG,5,0.1,153.01
cisapride,hERG,5,0.3,175.9
cisapride,hERG,5,0.001,-18.42
cisapride,hERG,5,0.01,29.52
cisapride,hERG,5,0.1,127.31
cisapride,hERG,5,0.3,125.2
cisapride,hERG,6,0.000999,5.059797608
cisapride,hERG,6,0.000999,4.393149665
cisapride,hERG,6,0.000999,6.096131301
cisapride,hERG,6,0.00999,15.82336707
cisapride,hERG,6,0.00999,12.09977662
cisapride,hERG,6,0.00999,11.95779601
cisapride,hERG,6,0.0999,51.79392824
cisapride,hERG,6,0.0999,51.93596426
cisapride,hERG,6,0.0999,49.003517
cisapride,hERG,6,0.3,86.56853726
cisapride,hERG,6,0.3,89.61280715
cisapride,hERG,6,0.3,81.94607268
cisapride,hERG,7,0.001,11.53
cisapride,hERG,7,0.01,30.13
cisapride,hERG,7,0.1,68.11
cisapride,hERG,7,0.3,88.34
cisapride,hERG,7,0.001,-0.76
cisapride,hERG,7,0.01,7.37
cisapride,hERG,7,0.1,32.25
cisapride,hERG,7,0.3,64.93
cisapride,hERG,7,0.001,10.89
cisapride,hERG,7,0.01,15.14
cisapride,hERG,7,0.1,29.24
cisapride,hERG,7,0.3,52.26
cisapride,hERG,8,0.000999,-7.5576
cisapride,hERG,8,0.000999,1.7769
cisapride,hERG,8,0.000999,-3.5278
cisapride,hERG,8,0.000999,2.9011
cisapride,hERG,8,0.000999,1.6302
cisapride,hERG,8,0.00999,-3.8141
cisapride,hERG,8,0.00999,7.5158
cisapride,hERG,8,0.00999,3.2114
cisapride,hERG,8,0.00999,14.116
cisapride,hERG,8,0.00999,8.6184
cisapride,hERG,8,0.09999,34.529
cisapride,hERG,8,0.09999,44.158
cisapride,hERG,8,0.09999,34.885
cisapride,hERG,8,0.09999,62.605
cisapride,hERG,8,0.09999,49.087
cisapride,hERG,8,0.3,76.705
cisapride,hERG,8,0.3,81.055
cisapride,hERG,8,0.3,71.187
cisapride,hERG,8,0.3,86.526
cisapride,hERG,8,0.3,85.94
cisapride,hERG,9,0.3,87.23
cisapride,hERG,9,0.3,45.61
cisapride,hERG,9,0.3,72.26
cisapride,hERG,9,0.3,73.17
cisapride,hERG,9,0.3,81.43
cisapride,hERG,9,0.3,82.52
cisapride,hERG,9,0.3,79.83
cisapride,hERG,9,0.3,84.83
cisapride,hERG,9,0.3,88.48
cisapride,hERG,9,0.3,80.04
cisapride,hERG,9,0.3,68.31
cisapride,hERG,9,0.3,67.05
cisapride,hERG,9,0.3,81.44
cisapride,hERG,9,0.3,81.31
cisapride,hERG,9,0.3,81.87
cisapride,hERG,9,0.1,39.47
cisapride,hERG,9,0.1,57.06
cisapride,hERG,9,0.1,48.26
cisapride,hERG,9,0.1,36.43
cisapride,hERG,9,0.1,46.14
cisapride,hERG,9,0.1,48.77
cisapride,hERG,9,0.1,42.66
cisapride,hERG,9,0.1,67.59
cisapride,hERG,9,0.1,67.17
cisapride,hERG,9,0.1,63.93
cisapride,hERG,9,0.1,52.54
cisapride,hERG,9,0.1,71.63
cisapride,hERG,9,0.1,59.73
cisapride,hERG,9,0.01,10.68
cisapride,hERG,9,0.01,13.42
cisapride,hERG,9,0.01,16.33
cisapride,hERG,9,0.01,8.49
cisapride,hERG,9,0.01,18.01
cisapride,hERG,9,0.01,17.47
cisapride,hERG,9,0.01,21.26
cisapride,hERG,9,0.01,5.45
cisapride,hERG,9,0.01,16.32
cisapride,hERG,9,0.01,12.87
cisapride,hERG,9,0.01,23.34
cisapride,hERG,9,0.01,135.31
cisapride,hERG,9,0.01,16.63
cisapride,hERG,9,0.01,10.63
cisapride,hERG,9,0.001,15.21
cisapride,hERG,9,0.001,14.48
cisapride,hERG,9,0.001,10.82
cisapride,hERG,9,0.001,0.17
cisapride,hERG,9,0.001,11.34
cisapride,hERG,9,0.001,10.4
cisapride,hERG,9,0.001,8.98
cisapride,hERG,9,0.001,20.31
cisapride,hERG,9,0.001,19.63
cisapride,hERG,9,0.001,5.86
cisapride,hERG,9,0.001,14.78
cisapride,hERG,10,0.001,24.4
cisapride,hERG,10,0.001,-3.23
cisapride,hERG,10,0.001,-27.4
cisapride,hERG,10,0.001,2.6
cisapride,hERG,10,0.001,40.33
cisapride,hERG,10,0.001,42.88
cisapride,hERG,10,0.001,5.31
cisapride,hERG,10,0.001,3.91
cisapride,hERG,10,0.001,30.51
cisapride,hERG,10,0.01,49.47
cisapride,hERG,10,0.01,52.55
cisapride,hERG,10,0.01,19.64
cisapride,hERG,10,0.01,64.12
cisapride,hERG,10,0.01,27.49
cisapride,hERG,10,0.01,17.64
cisapride,hERG,10,0.01,23.87
cisapride,hERG,10,0.01,17.4
cisapride,hERG,10,0.01,34.41
cisapride,hERG,10,0.01,37.6
cisapride,hERG,10,0.01,-23.05
cisapride,hERG,10,0.01,59.21
cisapride,hERG,10,0.1,38.9
cisapride,hERG,10,0.1,75.52
cisapride,hERG,10,0.1,78.61
cisapride,hERG,10,0.1,64.2
cisapride,hERG,10,0.1,47.78
cisapride,hERG,10,0.1,80.06
cisapride,hERG,10,0.1,90.29
cisapride,hERG,10,0.1,59.4
cisapride,hERG,10,0.3,95.64
cisapride,hERG,10,0.3,92.53
cisapride,hERG,10,0.3,76.15
cisapride,hERG,10,0.3,85.65
cisapride,hERG,10,0.3,90.92
cisapride,hERG,10,0.3,85.18
cisapride,hERG,10,0.3,65.44
cisapride,hERG,10,0.3,93.83
cisapride,hERG,10,0.001,30.12
cisapride,hERG,10,0.001,55.76
cisapride,hERG,10,0.001,79.53
cisapride,hERG,10,0.001,31.46
cisapride,hERG,10,0.001,32.8
cisapride,hERG,10,0.001,64.18
cisapride,hERG,10,0.001,54.48
cisapride,hERG,10,0.001,22.57
cisapride,hERG,10,0.001,32.01
cisapride,hERG,10,0.001,28.38
cisapride,hERG,10,0.001,42.36
cisapride,hERG,10,0.01,34.65
cisapride,hERG,10,0.01,46.64
cisapride,hERG,10,0.01,41.47
cisapride,hERG,10,0.01,24.95
cisapride,hERG,10,0.01,50.47
cisapride,hERG,10,0.01,40.12
cisapride,hERG,10,0.01,27.81
cisapride,hERG,10,0.01,36.32
cisapride,hERG,10,0.01,35.67
cisapride,hERG,10,0.01,21.02
cisapride,hERG,10,0.01,57.73
cisapride,hERG,10,0.01,50.09
cisapride,hERG,10,0.01,58.93
cisapride,hERG,10,0.1,69.13
cisapride,hERG,10,0.1,81.31
cisapride,hERG,10,0.1,69.76
cisapride,hERG,10,0.1,72.22
cisapride,hERG,10,0.1,83.26
cisapride,hERG,10,0.1,77.87
cisapride,hERG,10,0.1,74.62
cisapride,hERG,10,0.1,72.8
cisapride,hERG,10,0.1,63.27
cisapride,hERG,10,0.1,82.98
cisapride,hERG,10,0.1,73.68
cisapride,hERG,10,0.3,97.14
cisapride,hERG,10,0.3,84.9
cisapride,hERG,10,0.3,90.77
cisapride,hERG,10,0.3,78.52
cisapride,hERG,10,0.3,89.09
cisapride,hERG,10,0.3,91.44
cisapride,hERG,10,0.3,80.36
cisapride,hERG,10,0.3,87.62
cisapride,hERG,10,0.3,91.69
cisapride,hERG,10,0.3,83.69
cisapride,hERG,10,0.3,86.37
cisapride,hERG,10,0.3,98.21
cisapride,hERG,10,0.3,93.78
cisapride,hERG,10,0.3,83.09
cisapride,hERG,10,0.3,86.66
cisapride,hERG,11,0.0009999,5.442932802
cisapride,hERG,11,0.0009999,-1.345532868
cisapride,hERG,11,0.0009999,8.062604185
cisapride,hERG,11,0.0009999,1.546503561
cisapride,hERG,11,0.009999,21.24409961
cisapride,hERG,11,0.009999,8.82669698
cisapride,hERG,11,0.009999,12.28209335
cisapride,hERG,11,0.009999,11.39413058
cisapride,hERG,11,0.09999,67.78672653
cisapride,hERG,11,0.09999,55.59741626
cisapride,hERG,11,0.09999,52.95166634
cisapride,hERG,11,0.09999,57.26631665
cisapride,hERG,11,0.3,86.86476004
cisapride,hERG,11,0.3,85.68353072
cisapride,hERG,11,0.3,80.88351872
cisapride,hERG,11,0.3,86.1269047
cisapride,hERG,12,0.001,-3.735517241
cisapride,hERG,12,0.001,-13.3537931
cisapride,hERG,12,0.001,-8.547011494
cisapride,hERG,12,0.001,-4.887011494
cisapride,hERG,12,0.001,0.102988506
cisapride,hERG,12,0.001,-10.15321839
cisapride,hERG,12,0.01,-1.468390805
cisapride,hERG,12,0.01,0.839195402
cisapride,hERG,12,0.01,0.201149425
cisapride,hERG,12,0.01,8.675862069
cisapride,hERG,12,0.1,71.27781609
cisapride,hERG,12,0.1,75.53712644
cisapride,hERG,12,0.1,54.82885057
cisapride,hERG,12,0.1,52.50793103
cisapride,hERG,12,0.1,52.93045977
cisapride,hERG,12,0.3,93.76988506
cisapride,hERG,12,0.3,94.0208046
cisapride,hERG,12,0.3,85.73356322
cisapride,hERG,12,0.3,95.00977011
cisapride,hERG,12,0.3,91.10563218
cisapride,hERG,12,0.3,95.64804598
cisapride,hERG,13,0.000999,12.6
cisapride,hERG,13,0.00999,24.4
cisapride,hERG,13,0.0999,77
cisapride,hERG,13,0.3,95.8
cisapride,hERG,13,0.000999,6
cisapride,hERG,13,0.00999,14.5
cisapride,hERG,13,0.0999,62.7
cisapride,hERG,13,0.3,89.2
cisapride,hERG,13,0.000999,3.5
cisapride,hERG,13,0.00999,28.5
cisapride,hERG,13,0.0999,55
cisapride,hERG,13,0.3,82.4
cisapride,hERG,13,0.000999,9.4
cisapride,hERG,13,0.00999,15.2
cisapride,hERG,13,0.0999,64.2
cisapride,hERG,13,0.3,89.4
cisapride,hERG,13,0.000999,11.3
cisapride,hERG,13,0.00999,8
cisapride,hERG,13,0.0999,58.5
cisapride,hERG,13,0.3,88.6
cisapride,hERG,13,0.000999,9.1
cisapride,hERG,13,0.00999,21.8
cisapride,hERG,13,0.0999,69.8
cisapride,hERG,13,0.3,94.1
cisapride,hERG,13,0.000999,13.3
cisapride,hERG,13,0.00999,24.1
cisapride,hERG,13,0.0999,59.2
cisapride,hERG,13,0.3,87.6
cisapride,hERG,13,0.000999,10.7
cisapride,hERG,13,0.00999,19.5
cisapride,hERG,13,0.0999,66.1
cisapride,hERG,13,0.3,91.8
cisapride,hERG,13,0.000999,10.9
cisapride,hERG,13,0.00999,19.4
cisapride,hERG,13,0.0999,61.6
cisapride,hERG,13,0.3,87.7
cisapride,hERG,13,0.000999,9.9
cisapride,hERG,13,0.00999,19
cisapride,hERG,13,0.0999,56.5
cisapride,hERG,13,0.3,89.7
cisapride,hERG,13,0.000999,12.6
cisapride,hERG,13,0.00999,20.3
cisapride,hERG,13,0.0999,57.5
cisapride,hERG,13,0.3,89.8
cisapride,hERG,13,0.000999,8.2
cisapride,hERG,13,0.00999,11.4
cisapride,hERG,13,0.0999,49.4
cisapride,hERG,13,0.3,87.6
cisapride,hERG,14,0.003,25.195
cisapride,hERG,14,0.003,12.566
cisapride,hERG,14,0.003,-3.233
cisapride,hERG,14,0.003,-8.551
cisapride,hERG,14,0.03,33.006
cisapride,hERG,14,0.03,36.367
cisapride,hERG,14,0.03,29.112
cisapride,hERG,14,0.03,25.752
cisapride,hERG,14,0.3,90.447
cisapride,hERG,14,0.3,83.875
cisapride,hERG,14,0.3,78.856
cisapride,hERG,14,0.3,92.955
cisapride,hERG,14,3,102.516
cisapride,hERG,14,3,103.031
cisapride,hERG,14,3,98.292
cisapride,hERG,14,3,106.474
cisapride,hERG,14,3,103.219
cisapride,hERG,14,3,104.163
cisapride,hERG,14,0.003,13.67
cisapride,hERG,14,0.003,10.994
cisapride,hERG,14,0.003,-3.335
cisapride,hERG,14,0.003,-5.256
cisapride,hERG,14,0.03,39.897
cisapride,hERG,14,0.03,37.55
cisapride,hERG,14,0.03,30.212
cisapride,hERG,14,0.03,24.202
cisapride,hERG,14,0.3,89.543
cisapride,hERG,14,0.3,85.561
cisapride,hERG,14,0.3,81.391
cisapride,hERG,14,0.3,87.026
cisapride,hERG,14,3,102.212
cisapride,hERG,14,3,104.446
clarithromycin,hERG,1,0.1206,10.05291005
clarithromycin,hERG,1,0.1206,33.98203593
clarithromycin,hERG,1,0.1206,13.57142857
clarithromycin,hERG,1,1.206,32.27513228
clarithromycin,hERG,1,1.206,46.85628743
clarithromycin,hERG,1,1.206,44.42857143
clarithromycin,hERG,1,12.06,67.72486772
clarithromycin,hERG,1,12.06,50.2994012
clarithromycin,hERG,1,12.06,83.57142857
clarithromycin,hERG,1,100,88.88888889
clarithromycin,hERG,1,100,64.82035928
clarithromycin,hERG,1,100,89.28571429
clarithromycin,hERG,2,0.1206,3.538462
clarithromycin,hERG,2,1.206,2
clarithromycin,hERG,2,12.06,8.358974
clarithromycin,hERG,2,100,34.564103
clarithromycin,hERG,2,0.1206,3.359805
clarithromycin,hERG,2,1.206,0.305437
clarithromycin,hERG,2,12.06,1.343922
clarithromycin,hERG,2,100,20.403177
clarithromycin,hERG,2,0.1206,-0.27864
clarithromycin,hERG,2,1.206,-3.21981
clarithromycin,hERG,2,12.06,-1.05263
clarithromycin,hERG,2,100,34.922601
clarithromycin,hERG,3,0.1206,0.808
clarithromycin,hERG,3,0.1206,-14.477
clarithromycin,hERG,3,1.206,8.394
clarithromycin,hERG,3,1.206,15.214
clarithromycin,hERG,3,1.206,5.571
clarithromycin,hERG,3,1.206,12.611
clarithromycin,hERG,3,12.06,35.387
clarithromycin,hERG,3,100,78.522
clarithromycin,hERG,3,0.1206,-0.324
clarithromycin,hERG,3,0.1206,-4.768
clarithromycin,hERG,3,12.06,42.753
clarithromycin,hERG,3,12.06,35.195
clarithromycin,hERG,3,12.06,43.719
clarithromycin,hERG,3,100,75.66
clarithromycin,hERG,3,100,82.999
clarithromycin,hERG,3,100,71.116
clarithromycin,hERG,4,0.126,0
clarithromycin,hERG,4,1.206,18.88708
clarithromycin,hERG,4,12.06,23.55808
clarithromycin,hERG,4,100,32.81885
clarithromycin,hERG,4,0.126,0
clarithromycin,hERG,4,1.206,10.80921
clarithromycin,hERG,4,12.06,26.22564
clarithromycin,hERG,4,100,53.51447
clarithromycin,hERG,4,0.126,0
clarithromycin,hERG,4,1.206,6.094022
clarithromycin,hERG,4,12.06,-0.17411
clarithromycin,hERG,4,100,15.96053
clarithromycin,hERG,4,0.126,0
clarithromycin,hERG,4,1.206,8.793687
clarithromycin,hERG,4,12.06,14.31793
clarithromycin,hERG,4,100,29.65051
clarithromycin,hERG,4,0.126,0
clarithromycin,hERG,4,1.206,13.48511
