"day","min","opt","max"
1,0.00409836065573764,0.0109289617486338,0.0163934426229508
2,0.023224043715847,0.040983606557377,0.0560109289617488
3,0.069672131147541,0.0969945355191257,0.120218579234973
4,0.132513661202186,0.168032786885246,0.199453551912568
5,0.195355191256831,0.234972677595628,0.271857923497268
6,0.243169398907104,0.28551912568306,0.325136612021858
7,0.293715846994536,0.337431693989071,0.378415300546448
8,0.349726775956284,0.394808743169399,0.435792349726776
9,0.390710382513661,0.438524590163934,0.479508196721312
10,0.418032786885246,0.46448087431694,0.508196721311475
11,0.445355191256831,0.490437158469945,0.534153005464481
12,0.467213114754098,0.515027322404372,0.556010928961749
13,0.486338797814208,0.532786885245902,0.575136612021858
14,0.510928961748634,0.554644808743169,0.596994535519126
15,0.528688524590164,0.575136612021858,0.616120218579235
16,0.545081967213115,0.591530054644809,0.631147540983606
17,0.560109289617486,0.605191256830601,0.646174863387978
18,0.57103825136612,0.617486338797814,0.659836065573771
19,0.587431693989071,0.632513661202186,0.674863387978142
20,0.60655737704918,0.651639344262295,0.692622950819672
21,0.62431693989071,0.670765027322404,0.709016393442623
22,0.636612021857923,0.683060109289617,0.719945355191257
23,0.64344262295082,0.689890710382514,0.725409836065574
24,0.651639344262295,0.698087431693989,0.734972677595628
25,0.66120218579235,0.709016393442623,0.745901639344262
26,0.673497267759563,0.719945355191257,0.755464480874317
27,0.683060109289617,0.726775956284153,0.762295081967213
28,0.685792349726776,0.729508196721312,0.765027322404372
