"day","min","opt","max"
0,0.00515463917525771,0.00515463917525771,0.00515463917525771
1,0.00515463917525771,0.00515463917525771,0.00515463917525771
2,0.00515463917525771,0.00515463917525771,0.00515463917525771
3,0.00515463917525771,0.00515463917525771,0.00515463917525771
4,0.00515463917525771,0.00515463917525771,0.00515463917525771
5,0.00773195876288657,0.0154639175257731,0.0257731958762886
6,0.00257731958762886,0.0283505154639176,0.0541237113402062
7,0.0103092783505154,0.0438144329896908,0.0773195876288659
8,0.0231958762886597,0.0592783505154639,0.100515463917526
9,0.0309278350515463,0.0773195876288659,0.121134020618557
10,0.0438144329896908,0.0927835051546391,0.141752577319588
11,0.0489690721649485,0.103092783505155,0.152061855670103
12,0.0670103092783505,0.128865979381443,0.18298969072165
13,0.0902061855670103,0.157216494845361,0.216494845360825
14,0.0979381443298968,0.164948453608247,0.229381443298969
15,0.123711340206186,0.195876288659794,0.265463917525773
16,0.128865979381443,0.20360824742268,0.275773195876289
17,0.154639175257732,0.237113402061856,0.311855670103093
18,0.162371134020619,0.247422680412371,0.322164948453608
19,0.188144329896907,0.275773195876289,0.355670103092784
20,0.252577319587629,0.350515463917526,0.438144329896907
21,0.27319587628866,0.376288659793814,0.461340206185567
22,0.306701030927835,0.40979381443299,0.494845360824742
23,0.304123711340206,0.412371134020619,0.497422680412371
24,0.324742268041237,0.432989690721649,0.520618556701031
25,0.327319587628866,0.432989690721649,0.525773195876289
26,0.327319587628866,0.432989690721649,0.52319587628866
27,0.329896907216495,0.432989690721649,0.52319587628866
28,0.327319587628866,0.435567010309278,0.525773195876289
29,0.34020618556701,0.45360824742268,0.541237113402062
