"day","ymin","ymean","ymax","y1min","y1mean","y1max"
1.5,-0.951154974,69.16255453,139.8126296,-85.60394766,6224.629908,12583.13666
4.5,33.56218265,33.56218265,33.56218265,3020.596439,3020.596439,3020.596439
7.5,19.69534435,62.09683187,105.5710506,1772.580992,5588.714868,9501.394554
10.5,-1.766430666,52.041765,105.299292,-158.9787599,4683.75885,9476.93628
13.5,-37.37395409,61.55331474,161.0097976,-3363.655868,5539.798327,14490.88178
16.5,-6.12171923,26.48930845,60.73088751,-550.9547307,2384.037761,5465.779876
