"day","ymin","ymean","ymax","y1min","y1mean","y1max"
1.5,0.354231975,0.726009451,1.123403359,17.71159875,36.30047255,56.17016795
4.5,0.197164647,0.197164647,0.197164647,9.85823235,9.85823235,9.85823235
7.5,0.604196884,0.758059234,0.918284752,30.2098442,37.9029617,45.9142376
10.5,0.408669817,0.588148599,0.767650774,20.43349085,29.40742995,38.3825387
13.5,0.520844056,0.674683011,0.834931923,26.0422028,33.73415055,41.74659615
16.5,0.318930426,0.716324334,1.145838207,15.9465213,35.8162167,57.29191035
