"time","L","M","H"
0.5,80.3713892985907,93.4174716207673,108.583721532672
1,86.2642978868162,97.9709892769213,113.873882115358
1.5,88.3934905805604,99.2365232629268,111.409646622544
2,147.259971991159,218.242327626258,281.508652998364
2.25,9.27617898218628,17.9391260093962,26.8955653376588
2.5,4.52992260063078,6.04949221696384,7.53713492214744
2.75,5.71311209197079,6.12383525702934,6.48857198280459
3,4.23154466775227,4.58854303270054,5.15140939018048
