"time","L","M","H"
0.5,24.2813493504843,29.8722446297115,35.5032292809556
1,24.2968848385502,30.9421577010007,37.2002308474002
1.5,27.9144048577587,31.683151426612,35.5486745677114
2,38.5568184464939,57.6900865452037,73.4685029594347
2.25,4.91184936666519,6.25518385761564,7.52047097897188
