"day","min","opt","max"
1,0.00622406639004147,0.00622406639004147,0.00622406639004147
2,0.0124481327800829,0.0269709543568464,0.0456431535269708
3,0.0622406639004149,0.105809128630705,0.141078838174274
4,0.155601659751037,0.20954356846473,0.259336099585062
5,0.269709543568465,0.329875518672199,0.387966804979253
6,0.354771784232365,0.41701244813278,0.477178423236515
7,0.385892116182573,0.452282157676348,0.514522821576763
8,0.481327800829876,0.551867219917012,0.609958506224066
9,0.549792531120332,0.618257261410788,0.674273858921162
10,0.607883817427386,0.678423236514523,0.730290456431535
11,0.632780082987552,0.697095435684647,0.75103734439834
12,0.659751037344398,0.726141078838174,0.773858921161826
13,0.680497925311203,0.742738589211618,0.79253112033195
14,0.711618257261411,0.771784232365145,0.819502074688797
15,0.736514522821577,0.796680497925311,0.840248962655602
17,0.757261410788382,0.815352697095436,0.868921161825726
18,0.775933609958506,0.829875518672199,0.871369294605809
19,0.780082987551867,0.838174273858921,0.87551867219917
20,0.794605809128631,0.850622406639004,0.887966804979253
21,0.807053941908714,0.860995850622407,0.896265560165975
23,0.817427385892116,0.871369294605809,0.906639004149378
24,0.823651452282158,0.877593360995851,0.910788381742739
25,0.829875518672199,0.881742738589212,0.912863070539419
26,0.840248962655602,0.890041493775934,0.921161825726141
27,0.842323651452282,0.894190871369295,0.925311203319502
28,0.850622406639004,0.896265560165975,0.929460580912863
