"day","min","opt","max"
1,0.00933609958506221,0.0165975103734439,0.0259336099585061
2,0.0373443983402489,0.0663900414937758,0.0933609958506223
3,0.108921161825726,0.157676348547718,0.200207468879668
4,0.212655601659751,0.269709543568465,0.323651452282158
5,0.312240663900415,0.37344398340249,0.432572614107884
6,0.370331950207469,0.434647302904564,0.495850622406639
7,0.433609958506224,0.50207468879668,0.562240663900415
8,0.515560165975104,0.5850622406639,0.642116182572614
9,0.578838174273859,0.648340248962656,0.702282157676348
10,0.620331950207469,0.687759336099585,0.740663900414938
11,0.646265560165975,0.711618257261411,0.762448132780083
12,0.670124481327801,0.734439834024896,0.783195020746888
13,0.696058091286307,0.757261410788382,0.806016597510373
14,0.724066390041494,0.784232365145228,0.829875518672199
15,0.746887966804979,0.806016597510373,0.849585062240664
17,0.766597510373444,0.822614107883817,0.865145228215768
18,0.778008298755187,0.83402489626556,0.87344398340249
19,0.787344398340249,0.844398340248963,0.881742738589212
20,0.800829875518672,0.855809128630705,0.892116182572614
21,0.812240663900415,0.866182572614108,0.901452282157676
23,0.820539419087137,0.87448132780083,0.908713692946058
24,0.826763485477178,0.879668049792531,0.911825726141079
25,0.835062240663901,0.885892116182573,0.91701244813278
26,0.841286307053942,0.892116182572614,0.923236514522822
27,0.846473029045643,0.895228215767635,0.927385892116183
28,0.850622406639004,0.896265560165975,0.929460580912863
